text,label,f3_digits_ratio,f24_punct_div,f45_adj_count,f66_genitive_count,f87_gini
يسعى هذا البحث إلى دراسة تأثير إدارة معرفة الزبون الإلكترونية على نمط الادراكي للزبون، من خلال دراسة حالة مؤسسة الاتصالات الخلوية موبليس. وقد استخدمت الدراسة قائمة استقصاء وتوصلت إلى وجود تأثير ذو دلالة إحصائية عند مستوى المعنوية (α≤ 0.05) للمتغیر المستقل والتابع. وخلصت الدراسة إلى أن المؤسسة يجب أن تهتم بإدارة معرفة الزبون الإلكترونية لكسب زبائنها. وتشير الدراسة إلى أن إدارة معرفة الزبون الإلكترونية تعتبر مورداً مهماً وجديداً للمؤسسة في ظل الاقتصاد الجديد القائم على المعرفة والثروة المعلوماتية.,1,0.006,0.008,1.0,8.0,0.18915510718789408
تناولت الدراسة مفهوم العمل الإيجابي من خلال رؤى بديع الزمان النورسي، مسلطة الضوء على دوره في تعزيز القيم الأخلاقية الإسلامية وسط تحديات العصر الحديث. يُبرز النورسي أهمية العمل الإيجابي كوسيلة بنّاءة لمواجهة تحديات الحداثة الغربية، مؤكداً على الالتزام بالمبادئ الأخلاقية المستمدة من الإيمان بالله والابتعاد عن الأنانية والمادية المفرطة. يستعرض البحث الأسباب التي أدت إلى تأخر المسلمين، مثل عدم الالتزام بالشريعة، والتعصب غير المبرر، وتقليد الغرب دون تمييز. يُقدم النورسي رؤية تهدف إلى إنقاذ الهوية الإسلامية من الانجراف خلف الحضارة الغربية من خلال الوعي بتقاليدها وآثارها السلبية على المجتمع المسلم. تُؤكد الدراسة على أن الظروف التاريخية التي واجهها النورسي كانت محفزًا لتحفيز العقل المسلم على التفكير النقدي والبحث عن حلول لمشاكل التخلف والتبعية. يعكس التحليل تركيز النورسي على السمو بالفرد والمجتمع عبر دمج القناعة الدينية مع السلوك الإيجابي.,1,0.0,0.002372479240806643,12.0,16.0,0.15595518867924518
تهدف هذه الدراسة التحليلية إلى استكشاف العوامل الثقافية التي تعيق فعالية مؤسسات التنشئة الاجتماعية في الجزائر، وبخاصة الأسرة والمدرسة، في تعزيز الوعي البيئي والمحافظة على البيئة. على الرغم من الجهود الكبيرة التي تبذلها الأسرة والمدرسة في هذا المجال، إلا أن دور الأفراد والجماعات والمؤسسات الحكومية يبقى دون المستوى المطلوب، مما يؤدي إلى ضعف في تفعيل الاستراتيجيات البيئية. تُظهر النتائج أن هذا الوضع يعزى بالأساس إلى التخلف الثقافي وتبني ثقافة تكرس التقاعس عن التزامات المجتمع تجاه البيئة. يمثل التخلف الثقافي عقبة رئيسية في طريق تحقيق التنمية المستدامة، حيث يقوض الجهود المبذولة لتعزيز السلوكيات البيئية الإيجابية، ويعزز استمرار ممارسات غير مسؤولة تجاه المحيط الطبيعي. تقترح الدراسة ضرورة مواجهة هذه التحديات من خلال تحديث المناهج التربوية، وتغيير الوعي الثقافي لدى الأفراد والمجتمع بشكل عام، لضمان دور أكثر تأثيراً وفاعلية للمؤسسات التعليمية والاجتماعية في سبيل حماية البيئة وتحقيق التوازن بين النظم البيئية والأنشطة البشرية. إن المعالجة الجادة لهذه الإشكاليات الثقافية تعد خطوة ضرورية نحو بناء مجتمع يقدر قيمة البيئة ويعمل بجدية للحفاظ عليها.,1,0.0,0.0019138755980861245,9.0,14.0,0.1482275586049171
المتعارف عليه في تاريخ العلوم والأفكار أن المعرفة العلمية لا تعترف بالحدود الجغرافية ولا محدودية المجال، ولعل ذلك نتوسمه بشكل جلي في انتقال الأفكار والعلم عبر دار الإسلام في العصر الوسيطّ، ومما شجع ذلك الحراك عبر حواضره ما ميز التربية والتعليم في المنظومة العلمية أنذاك، والتي اعتمدت على عنصر أساسي ألا وهو الرحلة العلمية، وهي ذلك الحراك الذي تم بين طلبة العلم والعلماء في حواضر عالم الإسلام الوسيط، وقد كانت لمدينة بجاية في الفترة الحفصية من القرن 7-9هـ/13-15م تواصلا علميا كبيرا مع حواضر الغرب الإسلامي كتونس وفاس وغرناطة، من خلال الرحلات العلمية المتبادلة بينها، وقد كان لطلبة بجاية وفقهائها أثرا في المناطق التي حطوا بها، فتصدو للتدريس والفتوى والقضاء وغيرها من الوظائف، فإلى أي مدى أثرت المدرسة العلمية في نظيراتها. وهل تأثرت بها. وماهي ثمار ذلك التلاقح العلمي.,0,0.007832898172323759,0.0026109660574412533,5.0,13.0,0.15464369158878521
يعتبر عقد الإعتماد الإيجاري العقاري أسلوب جديد لتمويل الإستثمارات، يعمل على دفع عجلة التنمية الإقتصادية نظرا لما يوفره من مزايا تميزه عن صيغ التمويل التقليدية ، إذ يمكن الأفراد وأصحاب المشاريع الإقتصادية من الحصول على ما يحتاجون إليه من أصول رأسمالية عقارية، حيث يتم التقدم إلى البنوك أو المؤسسات المالية أو شركة تأجير مؤهلة قانونا ومعتمدة صراحة بهذه الصفة، بطلب تمويل شراء أو بناء أصول عقارية، ويكون للمستأجر حق الإستعمال والإنتفاع بالأصل المؤجر وبسعر محدد مسبقا، وفي المقابل فإن المؤجر يبقى صاحب ملكية الأصل المؤجر، وفي نهاية المدة يكون للمستأجر حق الخيار الثلاثي بين شراء الأصل المؤجر أو رده، أو تجديد العقد لمدة أخرى وبشروط جديدة.والمشرع الجزائري على غرار باقي مشرعي دول العالم نظم هذا العقد بموجب الأمر رقم 96-09 المتعلق بالإعتماد الإيجاري، وأصدر المرسوم التنفيذي رقم 06-91 الذي يحدد كيفيات إشهار عمليات الإعتماد الإيجاري للأصول غير المنقولة.,0,0.009445100354191263,0.0023612750885478157,8.0,8.0,0.14230384807596197
"اللغة ظاهرة اجتماعية معقدة تتطلب دراسة متعددة المستويات. في هذا السياق، يبرز الدكتور مكي درار كأحد الباحثين البارزين الذين تناولوا القضايا اللسانية بالتحليل والنقد، مستندًا إلى الإرث اللغوي العربي القديم والمرجعية النظرية اللسانية المعاصرة. من خلال كتابه ""هندسة المستويات اللسانية من المصادر العربية""، يقدم درار دراسة شاملة ومتكاملة تتناول المستويات اللسانية المختلفة.

في هذا المقال، سنركز على جهود درار في تطوير فهمنا للمستويات اللسانية وكيفية تطبيقها على اللغة العربية. سنستعرض المنهجية التي اتبعها في تحليل النصوص والمصادر العربية القديمة، ونناقش كيف استطاع دمج هذه المعرفة مع النظريات اللسانية المعاصرة.

من خلال دراسة أعمال الدكتور مكي درار، يمكننا فهم أهمية دراسة المستويات اللسانية في مجال الدراسات اللغوية. كما يمكننا الاستفادة من نهجه المبتكر في تطبيق الإرث اللغوي العربي القديم مع النظريات اللسانية المعاصرة، مما يساهم في تطوير فهمنا للغة العربية وتطورها عبر الزمن.

في الختام، يقدم الدكتور مكي درار من خلال كتابه ""هندسة المستويات اللسانية من المصادر العربية"" دراسة قيمة ومفيدة للباحثين والمهتمين بمجال الدراسات اللغوية. من خلال أعماله، يمكننا تعميق فهمنا للمستويات اللسانية وتطبيقها على اللغة العربية، مما يساهم في تطوير معرفتنا بهذا المجال المهم.",1,0.0,0.0025884383088869713,5.0,22.0,0.3185046728971963
يتناول البحث قضايا المنهج في صناعة المصطلح العلمي العربي، مشيراً إلى تحديات واضطرابات تواجه هذه العملية نتيجة للغزو المصطلحاتي السريع والتبعية الثقافية وغموض الأهداف بين الهيئات العلمية في الدول العربية. يستعرض الباحث تاريخ اهتمام العرب بالمصطلحات، بداية من القرن التاسع عشر ومقارنتها بحركة بيت الحكمة في بغداد، حيث اعتمدت على الترجمة والنحت والاشتقاق لتطوير اللغة العربية وخلق مصطلحات جديدة. تُسلط الدراسة الضوء على أهمية التحكم في استعمال المصطلحات لتحقيق التقدم العلمي، ويبرز تاريخ اللغة العربية في استيعاب العلوم واستعداداتها للتفاعل مع المستحدثات. يهدف البحث إلى تقديم رؤًى منهجية لصناعة المصطلحات، وذلك لتبديد الفروق بين المصطلحات المستخدمة في المجتمعات العربية والمساهمة في تطوير اللغة لمواكبة الفضاءات العلمية الحديثة.,1,0.0,0.0027548209366391185,4.0,13.0,0.14714434060228454
طالما شكلت ظاهرة جنوح الأطفال معضلة قانونية واجتماعية في نفس الوقت، الأمر الذي يستدعي معه تظافر كل الجهود للقضاء عليها أو على الأقل التقليل منها، حيث ارتأت السياسة الجنائية المعاصرة مجابتها عن طريق سياسة جنائية حمائية تميل إلى الإصلاح والتهذيب أكثر منها إلى الردع والعقاب؛ ذلك أن ارتكاب الطفل للجرائم لا يعني معاملته كالبالغين لكونه لا يطرق باب الجريمة لشر متأصل فيه، بل لأنه ضحية ظروف اجتماعية، وهذا ما حاول المشرع الجزائري تكريسه من خلال القانون 15/12 المتعلق بحماية الطفل عن طريق تطبيق التدابير الإصلاحية على الأطفال الجانحين بالأولوية، لكونها الأصلح والأنسب لإعادة تقويمهم وانتشالهم من وضعية الخطأ والجنوح التي وقعوا فيها، واستثناءً تطبيق العقوبة المخففة إذا استدعت سن وظروف وخطورة الجانح ذلك، مع العمل على تضييق اللجوء إليها بالبحث عن بدائل أكثر فاعلية في إصلاح الجانحين، وهذا ما يوحي باستجابة المشرع الجزائري لمبدأ أولوية الإصلاح على العقوبة..,0,0.004711425206124852,0.0035335689045936395,4.0,14.0,0.12178784557301192
"يتناول البحث دراسة النصوص التراثية وآليات قراءتها من منظور تداولي، مع التركيز على كتاب ""نقد النثر"" لقدامة بن جعفر كنموذج. يهدف البحث إلى استكشاف القيم والمفاهيم النقدية المتجذرة في التراث العربي ودورها في تطوير الدراسات اللغوية الحديثة. يشير البحث إلى أن المفاهيم النقدية المتعلقة بآليات البيان لم تكن محصورة في نوع أدبي معين بل امتدت عبر مجالات متنوعة مثل البلاغة والنحو والفلسفة، مبيناً أهمية استغلال هذه المفاهيم في فهم وتطوير اللغة العربية. الدراسة تسلط الضوء على كيفية الاستفادة من التراث العربي لتعزيز الفهم المعاصر لآليات الخطاب، مؤكدة على استمرارية وتأثير التراث في المجال التداولي المعاصر، كما تسعى لإبراز الإسهامات القيّمة للعلماء العرب القدامى في هذا السياق.",1,0.0,0.004484304932735426,4.0,14.0,0.14046121593291416
يهدف البحث إلى دراسة التحكيم الإلكتروني في مجال الصفقات العمومية، باعتباره وسيلة بديلة عن القضاء لفض النزاعات بشكل ودي. يبرز البحث موقف المشرع الجزائري من هذه الطريقة، التي كانت مرفوضة في البداية ولكن تم تبنيها في وقت لاحق. يسلط البحث الضوء على أهمية التحكيم الإلكتروني في تسوية النزاعات الناجمة عن الصفقات العمومية، مع التأكيد على سرعة الإجراءات وسرية المعلومات. يخلص البحث إلى أن التحكيم الإلكتروني يمكن أن يكون أداة فعالة في حل النزاعات في مجال الصفقات العمومية، مع الحاجة إلى مزيد من التطوير والتحسين.,1,0.0,0.0039603960396039604,5.0,17.0,0.25492610837438434
تهدف هذه الدراسة إلى مقارنة طرق تدريس قواعد اللغة العربية في كتابي الجيل الأول والثاني للسنة الأولى من التعليم المتوسط. يتم التركيز على جوانب مثل المحتوى، ترتيب المادة التعليمية، طرق التدريس، التطبيقات، الحجم، والشكل والإخراج. الهدف من هذه المقارنة هو تحديد التشابهات والاختلافات بين الكتابين وتقييم مدى نجاح التغييرات التي طرأت على كتاب الجيل الثاني لمواكبة الطرق الحديثة في تعليم اللغات وتحقيق الأهداف المرجوة من تدريس قواعد اللغة العربية، مثل الاستخدام الصحيح الفصيح للغة وتجنب العامية في المحادثات والكتابة.,1,0.0,0.003913894324853229,3.0,9.0,0.13225014169658045
"تتناول هذه الدراسة الدور السياسي للزاوية العلاوية في الجزائر من خلال تحليل الوظائف الاجتماعية داخل هذا الفضاء الديني. توصلت الدراسة إلى أن الزاوية لم تعد مؤسسة تقليدية تقتصر على المجال الديني فحسب، بل تعدت إلى الوظيفة السياسية وأصبحت تعتبر إحدى مؤسسات المجتمع المدني. الزاوية في الجزائر تظهر بظاهر ديني ولكن تحمل في باطنها أبعاداً سياسية.

من النتائج المهمة التي توصلت إليها الدراسة:
1. النظام الاجتماعي: يعكس مبادئ الطريقة العلاوية.
2. نظام الفعل الطقوسي: من خلال الممارسات الصوفية.
3. النظام الثقافي والاجتماعي: من خلال الوظيفة التي تؤديها الزاوية في المجتمع.

تعتبر الزاوية العلاوية في الوقت الحالي إحدى رهانات الدولة الجزائرية، حيث تشكل جزءاً من مؤسسات المجتمع المدني.",1,0.004464285714285714,0.004464285714285714,12.0,13.0,0.2077830188679246
يحلل هذا البحث دور السياسة الجبائية في تحقيق التنمية المستدامة في الجزائر خلال الفترة من 2000 إلى 2013. يسلط الضوء على أهمية السياسة الجبائية في دعم أهداف التنمية المستدامة، حيث تعتبر مصدرا أساسيا لتمويل برامج التنمية وتحقيق العدالة الاجتماعية وترشيد الإنفاق وربفيز الاستثمار وتشجيع الإنتاج وحماية البيئة. يبرز البحث جهود الجزائر في تطوير وتفعيل تشريعها الجبائي منذ التسعينيات بعد الصدمة النفطية، وتعديلاتها المتعاقبة في قوانينها المالية لتفعيل دور السياسة الجبائية في تحقيق التنمية المستدامة. يُظهر البحث كيف اعتمدت الجزائر برامج تنموية خلال الفترة من 2001 إلى 2014 لتعزيز دور السياسة الجبائية في تحقيق أهداف التنمية المستدامة.,1,0.025477707006369428,0.0031847133757961785,1.0,12.0,0.2730769230769232
يشكل الترخيص الإداري آلية قانونية رائدة لحماية البيئة عبر تنظيم أنشطة المنشآت المصنفة، مستندًا إلى المطالبات المتزايدة من المجتمعات، خاصة المجاورة للصناعات، بتدخل الدولة لحماية البيئة والمصالح المجتمعية بأدوات رقابية فعالة. يعد هذا النظام جزءًا من البوليس الإداري، حيث يتمتع بسلطة استخدام أدوات قانونية محددة مسبقًا، لضمان التزام المنشآت بالشروط والضوابط البيئية والقانونية المطلوبة. ويمكن للإدارة، بفضل هذا النظام، التدخل لمنع ومكافحة الأنشطة الملوثة، وصولًا إلى اتخاذ إجراءات حازمة مثل إغلاق المنشأة وإلغاء الترخيص بصورة دائمة، في حالة التهاون في الامتثال. ويبرز الترخيص الإداري كواحد من الأدوات الفنية الحيوية لضمان مشروعية الأنشطة الصناعية، حيث يوفر حماية قانونية للمجتمع والبيئة، مع تعزيز الالتزام بتقليل الآثار البيئية السلبية. يتيح هذا النظام تقييم المخاطر والامتثال لمعايير الحماية البيئية، مما يعكس أهميته كوسيلة متقدمة لتحقيق التوازن بين التنمية الصناعية والصيانة البيئية، بجانب تأمين مصالح الأفراد والمجتمع بشكل شامل.,1,0.0,0.0021551724137931034,3.0,8.0,0.13144802304268133
في هذا البحث، نستكشف دور الاستفهام كفعل لغوي حجاجي في الشعر العربي المعاصر، مع التركيز على شعر أحمد مطر. تهدف الدراسة إلى توضيح كيف يمكن للاستفهام أن يتجاوز وظيفته الظاهرية كوسيلة لطلب الإخبار ليصبح أداة بلاغية مؤثرة تستخدم لبناء استراتيجيات حجاجية تهدف إلى التأثير على المتلقي. يُعتبر الاستفهام إحدى الوسائل البلاغية التي تسهم في تطعيم النص بالحجج، إذ تساهم في تقليل فجوة الاختلاف بين الشاعر والمتلقي، أو تعزيزها بطرائق بلاغية معينة. ويعمل على تبديل الدعوة القائمة بدعوة مضادة عبر تقديم حجج داحضة للأولى ومساندة للثانية، مما يمنحه بعدًا تأثيريًا يتجاوز الطابع الوظيفي المباشر. ومن خلال تحليل أعمال أحمد مطر، الذي يشتهر بشعره الذي يعبّر عن قضايا الهوية والنضال، نسعى إلى إظهار كيف يجسّد شعره هذه الاستراتيجيات البلاغية، حيث يتم توظيف الاستفهام بما يخدم الأهداف الحجاجية والتأثيرية المرجوة. هذا البحث يعتمد على الدراسة الدقيقة للنصوص الشعرية وتحليلها ضمن السياقات اللغوية والبلاغية المعاصرة، مما يتيح فهمًا أعمق لكيفية استخدام الاستفهام كعنصر حيوي في التواصل الشعري والحجاجي، ممّا يعزز من فعالية الشعر كوسيلة للتعبير عن القضايا المعاصرة وتأثيرها على الجمهور المستهدف.,1,0.0,0.001876172607879925,9.0,17.0,0.13694638694638694
"دور التدقيق الداخلي في السيطرة على الخطر الجبائي المتعلق بالرسم على القيمة المضافة– دراسة حالة مؤسسة نفطال وحدة قسنطينة – 

يهدف البحث إلى إبراز دور التدقيق الداخلي في السيطرة على الخطر الجبائي المتعلق بالرسم على القيمة المضافة في المؤسسات الاقتصادية، من خلال التركيز على الممارسات والاجراءات التي تضمن المطابقة والفعالية الجبائية للمؤسسة. وتوصل البحث إلى أن التدقيق الداخلي له دور كبير في ضمان احترام القواعد الضريبية المعمول بها، واستغلال الفرص التي توفرها في تسيير العب الجبائي، والتحكم في المخاطر الجبائية التي قد تعرض المؤسسة إلى عواقب وخيمة. وتشمل الكلمات المفتاحية التدقيق الداخلي، تسيير جبائي، مخاطر جبائية، تسيير المخاطر الجبائية.",1,0.0,0.003129890453834116,10.0,15.0,0.25861556743909686
يعالج البحث قضية تنويع الصادرات في الجزائر خارج حدود قطاع المحروقات، وهي إحدى المهام الاقتصادية الاستراتيجية التي تواجه الدول النفطية. تعتمد اقتصادات هذه الدول بشكل كبير على الموارد النفطية، مما يجعلها عرضة للتقلبات في أسواق النفط العالمية، وهو ما يؤثر سلبًا على مسارها التنموي. تتطلب التنمية الاقتصادية تعزيز تنوع مصادر الدخل العام وتنويع الصادرات بعيدًا عن المحروقات. يشدد البحث على الحاجة الملحة للجزائر لتنويع اقتصادها من خلال تعزيز القطاعات الواعدة مثل الصناعة والزراعة والسياحة، وتوجيهها نحو التصدير. تعتبر هذه الاستثمارات حيوية لكسر الاعتماد الاقتصادي على المحروقات وتحقيق نمو اقتصادي مستدام وشامل. يبرز البحث أهمية تنفيذ سياسات فعالة لتشجيع الصادرات وتخطي العوائق التي تواجهها لتعزيز القدرات التصديرية للبلاد.,1,0.0,0.002789400278940028,4.0,8.0,0.11244780274408428
تهدف هذه الورقة البحثية إلى تقديم تحليل نقدي للعقل الأداتي في الفكر الغربي من خلال استكشاف كتابات المفكر عبد الوهاب المسيري، وتسلط الضوء على دور العقل الأداتي في تشكيل الفكر الغربي الحديث والمعاصر. تعتمد الدراسة منهجية تحليلية نقدية، حيث تُفحص نصوص المسيري لفهم رؤيته النقدية لدور العقل الأداتي في دعم الهيمنة الشمولية والنزعة المادية في المجتمعات الغربية. تركز الدراسة على استكشاف العلاقة بين العقل الأداتي ونتائجه الاجتماعية والسياسية والاقتصادية في الغرب، وذلك من خلال تحديد السمات المميزة لهذا العقل كما استعرضتها كتابات المسيري. تشير النتائج المتوقعة إلى أن المسيري يقدم نظرة نقدية متعمقة تبين كيف أن العقل الأداتي يسهم في تقويض القيم الإنسانية واختزال البعد الروحي للأفراد، مما يفتح المجال لتقديم رؤى بديلة تعزز الإنسان وقيمه في مواجهة التحديات الحديثة.,1,0.0,0.002635046113306983,12.0,13.0,0.1885964912280702
جاءت هذه الدراسة لتحليل دور النشاط اللعب التربوي في مرحلة ما قبل المدرسة في الجزائر، موضحة كيفية تأثيره على التنشئة الاجتماعية للأطفال. ومن خلال النتائج التي توصلت إليها الدراسة، تبين أن اللعب الموجه من قبل المربيين في رياض الأطفال يلعب دورًا هامًا في تنمية القدرات البدنية والعقلية والنفسية والاجتماعية للأطفال. كما يُعد اللعب عاملاً مؤثرًا على التوافق النفسي والاجتماعي للأطفال، خاصة في مرحلة الروضة التي تعتبر الأساس للتربية. وعلى الرغم من أن النتائج توفر رؤية قيمة، إلا أنها تبقى نسبية نظرًا لعدم شمولها جميع المتغيرات والعوامل الأخرى المؤثرة في التنشئة الاجتماعية.,1,0.0,0.0035149384885764497,5.0,10.0,0.157069597069597
يتم فحص مفهوم المسؤولية الاجتماعية للمنظمات الاقتصادية من قبل العلماء والمفكرين، مع التركيز على العلاقة بين هذه المنظمات والمجتمع. هناك إجماع على ضرورة أن تتبنى المنظمات هذا المفهوم وتلعب دورًا في التنمية المجتمعية. ونتيجة لذلك، تشجع المنظمات الدولية على اعتماد هذا المفهوم ودمجه في برامجها. وقد أظهرت الجزائر اهتمامًا خاصًا بهذا المفهوم، حيث اتخذت تدابير مثل سن القوانين لحماية العمال والبيئة والمستهلك، والمشاركة في الاتفاقيات الدولية. ومع ذلك، لا توجد جهود مباشرة تتعلق بالمسؤولية الاجتماعية للمنظمات الاقتصادية الجزائرية.,1,0.0,0.0038095238095238095,0.0,8.0,0.12705702257941054
تهدف هذه الدراسة إلى استكشاف البناء اللغوي لخطاب الرسالة الديوانية في التراث الأدبي واللغوي الجزائري القديم، من خلال تحليل رسائل أبي القاسم عبد الرحمان القالمي. تستخدم الدراسة المنهج الوصفي التحليلي لتحديد مضامين الرسائل وخصائص البناء اللغوي، مع التركيز على الجانب التركيبي للغة ودلالاته المتنوعة. تهدف الدراسة إلى استكشاف الوظائف النحوية والدلالية للسمات اللغوية في هذه الرسائل، وتقديم رؤية متعمقة حول أصالة التراث الأدبي واللغوي الجزائري وجماليته الإبداعية. تسعى الدراسة إلى تقديم إجابة عن التساؤل حول مدى أصالة التراث الأدبي واللغوي الجزائري وجماليته الإبداعية البارزة والمتحققة في لغته وتركيبه.,1,0.0,0.0033444816053511705,15.0,10.0,0.2076446280991735
هدفت الدراسة إلى استكشاف دور التنشئة الاجتماعية في تشكيل توجهات تلاميذ المرحلة الثانوية نحو ممارسة الأنشطة الترويحية الرياضية في منطقة تيارت. استخدمت الدراسة منهج البحث الوصفي التحليلي، معتمدة على استبيان كأداة لجمع البيانات، تم توزيعه على عينة عشوائية مكونة من 300 طالب وطالبة من مختلف المدارس الثانوية في المنطقة. ركزت الاستبيانات على تقييم مدى تأثير عوامل مختلفة مثل الأسرة، المدرسة، والأقران في تطوير الاتجاهات الإيجابية نحو الأنشطة الرياضية الترويحية. أظهرت النتائج أن ثمة علاقة قوية بين مستويات الدعم الأسري والمدرسي وبين مشاركة الطلاب في الأنشطة الرياضية. كما بيّنت الدراسة أن الأقران يلعبون دورًا محوريًا في تعزيز الاتحادات الاجتماعية والرغبة في ممارسة النشاط البدني، مما يؤكد على أهمية البيئة الاجتماعية في تعزيز السلوكيات الصحية والرياضية لدى الطلاب. توصي الدراسة بضرورة تعزيز برامج التوعية للآباء والمعلمين لتحفيز الطلاب على ممارسة النشاط الرياضي بانتظام.,1,0.003464203233256351,0.0023094688221709007,6.0,16.0,0.20184104176021567
تتناول الدراسة دور البربر في الجيش الأندلسي خلال عهد المنصور بن أبي عامر، مع التركيز على سياسة المنصور في إعادة هيكلة الجيش. استندت استراتيجيات المنصور على تعزيز الجيش بعناصر بربرية معروفة بشجاعتها وكفاءتها العسكرية، مما أسهم في بناء جيش قوي وفعال. مكّنت هذه السياسة البربر من تبوء مناصب عليا في الهيكل العسكري، وساعدت في تقليص تأثير الأرستقراطية العربية التقليدية. كما استخدم المنصور البربر لمواجهة القوى المناوئة بنجاح في سلسلة من المعارك ضد القوى المسيحية، مسجلًا أكثر من خمسين غزوًا انتهت معظمها بانتصارات. تعتبر هذه الدراسة تحليلًا للاستراتيجيات العسكرية والسياسية للمنصور بن أبي عامر في توظيف البربر بهدف تعزيز قدرات الجيش الأندلسي وتأمين المكاسب الاستراتيجية في مواجهة التحديات الخارجية.,1,0.0,0.002881844380403458,3.0,14.0,0.2083891120035699
هذا البحث يستكشف مفهوم استحالة ترجمة القرآن، وهو مفهوم يعتبره الفقهاء. يناقش البحث لماذا يعتبر القرآن فريدًا ومختلفًا عن النصوص الأخرى، وكيف يمكن أن يكون هذا التمييز مرتبطًا بعاطفة دينية أو يكشف عن حقيقة فريدة للنص القرآني. يتناول البحث أيضًا الكلمات المفتاحية مثل القرآن الكريم، اللسانيات، الترجمة، اللسانيات الإدراكية، واستحالة الترجمة. في النهاية، يهدف البحث إلى إثبات أن استحالة ترجمة القرآن تندرج ضمن القول بفرادة القرآن وتميزه عن غيره من النصوص.,1,0.0,0.004434589800443459,1.0,6.0,0.16440019426906272
"في رواية ""مملكة الفراشة"" يقدم واسيني الأعرج تصوراً فريداً للأنا وتجاذباتها مع الآخر والواقع المتغير باستمرار، حيث يصبح هذا الواقع مصيراً لا مفر منه يستعيد قيود الحرية المفقودة. تبرز الذاتية في الرواية من خلال رسم الشخصيات والأحداث وفق رؤية الأعرج وتأملاته العميقة، مما يعكس تقاطعات تحديث المجتمع المعاصر والأفكار السائدة فيه. تُوضح هذه الدراسة محطات رئيسية في الرواية تسلط الضوء على قدرة الروائي على التعبير عن الأنا المتشبعة بتناقضات العصر، والذي يتجلى بقوة ضمن الإطار السردي التخييلي للرواية. تتجلى البصمة الروائية للأعرج في تعبيره عن رؤيته المتطورة للعالم، والتي قد تنحرف من موقف إلى آخر متضاد أحياناً، مما يعكس حيوية فكره وقدرته على التحليل والنقد. يظهر العمل كلوحة سردية تعبر عن تجارب الأعرج الشخصية والنظرة التحليلية للواقع، مما يكشف عن ديناميكية الرواية في عكس توجهات الزمن الراهن والانعكاسات النفسية والاجتماعية التي تتركها على الفرد والمجتمع. يُظهر تفاعل الأنا مع النسيج الاجتماعي والثقافي كيف يسعى الأعرج إلى تصوير تعقيدات الوعي والوجود من خلال حبكة متقنة تجمع بين الواقعية والرمزية، موضحةً بذلك البعد الفلسفي والحسي للرواية كمرآة لروح العصر وتأملاته الأنطولوجية في الهوية والذات والآخر.",1,0.0,0.0027347310847766638,11.0,21.0,0.14100900475797262
